county_fips,county_name,state,county_lat,county_lon,nearest_hospital_miles,nearest_hospital_minutes_est
01065,Hale County,AL,32.752796,-87.623061,4.489060770999992,7.6955327502857
01067,Henry County,AL,31.516978,-85.239971,22.018346987417445,37.74573769271562
01069,Houston County,AL,31.158183,-85.296411,5.649157127349886,9.684269361171234
01071,Jackson County,AL,34.764114,-85.980056,8.025630281670825,13.75822334000713
01073,Jefferson County,AL,33.553444,-86.896536,4.769794956899024,8.176791354684042
01075,Lamar County,AL,33.787085,-88.087431,16.049098809760377,27.512740816732073
01077,Lauderdale County,AL,34.904168,-87.651108,7.831326018259542,13.425130317016357
01079,Lawrence County,AL,34.529776,-87.321865,3.8200483410198087,6.5486542988911
01081,Lee County,AL,32.604064,-85.353048,3.8243577593501503,6.5560418731716865
01083,Limestone County,AL,34.810239,-86.981399,0.4527640312175714,0.7761669106586938
01085,Lowndes County,AL,32.147888,-86.650586,22.032074376451064,37.7692703596304
01087,Macon County,AL,32.387027,-85.692887,16.325916716278883,27.987285799335226
